Utterance,Emotion,Dialogue_ID,Utterance_ID,Speaker,source
I apologize . What day was this purchase made ?,neutral,dailydialog_19551,0,Speaker,dailydialog
"I need to get on another bus , but I have no more money .",neutral,dailydialog_19552,0,Speaker,dailydialog
I've gotten a few parking tickets before .,neutral,dailydialog_19553,0,Speaker,dailydialog
Does the TV have cable ?,neutral,dailydialog_19554,0,Speaker,dailydialog
Thank you very much for doing this interview .,joy,dailydialog_19555,0,Speaker,dailydialog
You are really tough . You got a deal .,sadness,dailydialog_19556,0,Speaker,dailydialog
"I voted for Obama , of course !",neutral,dailydialog_19557,0,Speaker,dailydialog
Like that Rastafarian over there ? You mean dreadlocks ? You crazy ! That'll take way too long .,surprise,dailydialog_19558,0,Speaker,dailydialog
You can read the newspaper . Maybe it will tell you whether it will snow or not .,joy,dailydialog_19559,0,Speaker,dailydialog
"No need . I think it's still plenty full . Even so , I'd rather travel by bus or train . It would cost much less than driving . Oil prices are soaring nowadays , you know .",neutral,dailydialog_19560,0,Speaker,dailydialog
"Oh , I am so tired . My back is sore and my neck hurts .",neutral,dailydialog_19561,0,Speaker,dailydialog
"At cars ! You aren't thinking about buying a car , are you ?",anger,dailydialog_19562,0,Speaker,dailydialog
"May I have the menu , please ?",neutral,dailydialog_19563,0,Speaker,dailydialog
"OK , we will send some men as soon as possible .",neutral,dailydialog_19564,0,Speaker,dailydialog
But we still have to find one . Can we find Arden to check whether this is true or not ?,neutral,dailydialog_19565,0,Speaker,dailydialog
OK.Goodbye .,joy,dailydialog_19566,0,Speaker,dailydialog
What does this have to do with me ?,neutral,dailydialog_19567,0,Speaker,dailydialog
"That trend has already begun in my country . In particular , there ’ s a big demand for people to work in fitness centers . Which kinds of jobs are less in demand ?",neutral,dailydialog_19568,0,Speaker,dailydialog
Which street do you live on ?,neutral,dailydialog_19569,0,Speaker,dailydialog
"Yes , I think you'll be very satisfied with that one .",joy,dailydialog_19570,0,Speaker,dailydialog
That's a great idea . It's the best season for tourists in Florida . You can also get a good sun-tan there .,joy,dailydialog_19571,0,Speaker,dailydialog
"That might be a little too much , but we ’ ll see how it goes .",neutral,dailydialog_19572,0,Speaker,dailydialog
"Hey , I know what that's like . I bought a BMW on my Visa card . Now the payments really hurt .",neutral,dailydialog_19573,0,Speaker,dailydialog
"All right , Ma'am . I will run that charge for you . And then I will get your address in a moment",neutral,dailydialog_19574,0,Speaker,dailydialog
I want to know if the staff can get a vacation every year .,neutral,dailydialog_19575,0,Speaker,dailydialog
Wow . You look great .,joy,dailydialog_19576,0,Speaker,dailydialog
"I just can't stand it . It's really gross in here ! There ' s a stain on the toilet seat , and the floor was wet and slippery . So I cleaned it !",disgust,dailydialog_19577,0,Speaker,dailydialog
"Thanks . Are you satisfied with your stay here with us , sir ?",neutral,dailydialog_19578,0,Speaker,dailydialog
They're probably going to be so happy .,joy,dailydialog_19579,0,Speaker,dailydialog
"What about Mao Tai , one of the most famous liquors in China ? It's good indeed . It never goes to the head .",neutral,dailydialog_19580,0,Speaker,dailydialog
"Hi , Tim , any news about your job interview ?",neutral,dailydialog_19581,0,Speaker,dailydialog
I ’ m sorry . How about sleep ? Are you getting enough rest ?,neutral,dailydialog_19582,0,Speaker,dailydialog
Great ! Will you please tell me how to take it ?,surprise,dailydialog_19583,0,Speaker,dailydialog
"I'll pick a shampoo that's just right for your hair type . Sit right here , and rest your neck on the side of the sink . Is the water too hot ?",neutral,dailydialog_19584,0,Speaker,dailydialog
"Yes , and being friendly and having a good attitude also help me relax .",neutral,dailydialog_19585,0,Speaker,dailydialog
Thank you for caring enough to check on your scores ; keep studying !,joy,dailydialog_19586,0,Speaker,dailydialog
"That ’ s a job that pays well . If you ’ re lucky , you might have opportunities to travel as well . Have you applied to any banks yet ? Our course will end soon .",neutral,dailydialog_19587,0,Speaker,dailydialog
No problem . I'm gonna need you to turn off your engine and open the hood for me .,joy,dailydialog_19588,0,Speaker,dailydialog
"Yeah , it sure would .",joy,dailydialog_19589,0,Speaker,dailydialog
"That's different . When I'm working , I'm in a different frame of mind . But , when I even think about asking her out , I get tongue-tied . At least in a note , I can get the words out without turning beet red .",joy,dailydialog_19590,0,Speaker,dailydialog
"Oh , man . I had the best supper last night . My wife made a stir-fry and it was amazing !",joy,dailydialog_19591,0,Speaker,dailydialog
I would say do not make the e-mail exchange too long . A lot of times a connection via e-mail creates almost a false sense of intimacy . Quickly make sure there is a connection in the physical world .,neutral,dailydialog_19592,0,Speaker,dailydialog
I think that maybe I should accept their offer .,neutral,dailydialog_19593,0,Speaker,dailydialog
I'd like to check in .,neutral,dailydialog_19594,0,Speaker,dailydialog
"That's a big question . Well , if you're in love , maybe you will take every opportunity to talk to her or telephone her for no reason at all .",joy,dailydialog_19595,0,Speaker,dailydialog
He borrowed it from Nick .,neutral,dailydialog_19596,0,Speaker,dailydialog
"Well , you can have all my carrots .",neutral,dailydialog_19597,0,Speaker,dailydialog
Do you promise ?,neutral,dailydialog_19598,0,Speaker,dailydialog
"No . Fashion is just part of my life , which improves its quality . But also , I'm good at financing . I have a credit card , but I never overdraft .",neutral,dailydialog_19599,0,Speaker,dailydialog
"Point taken . Hopefully one day , we'll live in an interplanetary society .",joy,dailydialog_19600,0,Speaker,dailydialog
Thank you very much . This is for your help .,joy,dailydialog_19601,0,Speaker,dailydialog
"Well , I hope it's comfortable enough for you .",neutral,dailydialog_19602,0,Speaker,dailydialog
"Oh , fine . Hey , why don't we grab a bite to eat and do some catching up ?",joy,dailydialog_19603,0,Speaker,dailydialog
"Yes , come on , and we will have fun .",joy,dailydialog_19604,0,Speaker,dailydialog
I still have five seats in the mezzanine .,neutral,dailydialog_19605,0,Speaker,dailydialog
It's easy to get loose bowels in summer .,neutral,dailydialog_19606,0,Speaker,dailydialog
Yeah . Thanks . And have fun !,joy,dailydialog_19607,0,Speaker,dailydialog
"It is said that the presents they got value less than 200 yuan , and it is no use for them at all , because they don't cook by themselves .",neutral,dailydialog_19608,0,Speaker,dailydialog
I've got it . I think I will wear a white shirt with a tie . Thank you for your suggestions .,joy,dailydialog_19609,0,Speaker,dailydialog
"OK , thanks . Look forward to seeing you on Friday , then .",neutral,dailydialog_19610,0,Speaker,dailydialog
"Luckily , his company has a position available here , so he ’ s going to see if he can get relocated .",joy,dailydialog_19611,0,Speaker,dailydialog
I want to have a car like that . But I am not rich . And I don ’ t have a rich daddy .,sadness,dailydialog_19612,0,Speaker,dailydialog
What a pity . Can you recommend a nice restaurant near here ?,neutral,dailydialog_19613,0,Speaker,dailydialog
How should I get their contact info .,neutral,dailydialog_19614,0,Speaker,dailydialog
Yes.There are the Huangshan Hotel and Anshan Hotel nearby.And you can take a taxi to go there .,neutral,dailydialog_19615,0,Speaker,dailydialog
Can you describe his appearance to me ?,neutral,dailydialog_19616,0,Speaker,dailydialog
"Yes , my name is Brian and my phone number is 5294870 .",neutral,dailydialog_19617,0,Speaker,dailydialog
"Yes , I've found a wonderful property I wish to buy . Unfortunately , I just don't have access to the cash .",neutral,dailydialog_19618,0,Speaker,dailydialog
Yeah .,neutral,dailydialog_19619,0,Speaker,dailydialog
"Yes , I do it quite often .",neutral,dailydialog_19620,0,Speaker,dailydialog
"I feel sorry , but that's the decision of the directorate .",neutral,dailydialog_19621,0,Speaker,dailydialog
"Sure , just a minute.Mark , you're wanted on the phone .",neutral,dailydialog_19622,0,Speaker,dailydialog
I guess we have covered all the stuff that we need to discuss and it's time to say goodbye .,joy,dailydialog_19623,0,Speaker,dailydialog
Do you like that vintage clock ? It's almost fifty years old .,neutral,dailydialog_19624,0,Speaker,dailydialog
Very much . New York is such a nice place . Shall I show you some photographs ?,joy,dailydialog_19625,0,Speaker,dailydialog
I want to open a checking account .,neutral,dailydialog_19626,0,Speaker,dailydialog
Wow ! A third more ? Very good .,joy,dailydialog_19627,0,Speaker,dailydialog
"that ’ s a great idea . I ’ ll search for some information on the internet . If it ’ s possible to do , the internet will have some information about it .",joy,dailydialog_19628,0,Speaker,dailydialog
You have already missed one other assignment ; when can I expect the make-ups ?,neutral,dailydialog_19629,0,Speaker,dailydialog
"In spring , people are feeling refreshed . They take off their heavy winter clothes and walk with a straight back and light steps . They feel they are full of spirits and energy .",neutral,dailydialog_19630,0,Speaker,dailydialog
That's great ! When will we go ?,joy,dailydialog_19631,0,Speaker,dailydialog
Your house is very old . Does it need redecorating ?,neutral,dailydialog_19632,0,Speaker,dailydialog
It sure is . The Grand Canyon is truly a masterpiece . No man could ever make anything like this .,joy,dailydialog_19633,0,Speaker,dailydialog
"Shrimp salad is our speciality , took",neutral,dailydialog_19634,0,Speaker,dailydialog
I usually run it every few days . It finds a virus about half the time .,neutral,dailydialog_19635,0,Speaker,dailydialog
That ’ s crazy !,surprise,dailydialog_19636,0,Speaker,dailydialog
"Very good . It's a pleasure to do business with you , Mrs . Phoebe .",neutral,dailydialog_19637,0,Speaker,dailydialog
It varies from time to time . At present it is 6 % .,neutral,dailydialog_19638,0,Speaker,dailydialog
So why did you decide to resign ?,neutral,dailydialog_19639,0,Speaker,dailydialog
There's no evidence of who it was .,neutral,dailydialog_19640,0,Speaker,dailydialog
Yes . Farther away from the highway it was very quiet and there were birds and squirrels everywhere . We counted over twenty squirrels .,neutral,dailydialog_19641,0,Speaker,dailydialog
That's fine . Thank you again .,joy,dailydialog_19642,0,Speaker,dailydialog
"Oh , listen , I can ’ t even remember . Ok , on my birthday , I wandered into over 30 rooms , for a joke , sort of and he was there , and we started chatting ...",neutral,dailydialog_19643,0,Speaker,dailydialog
"Mr . Lee , I was wondering if you and your wife had plans for next Friday night ?",neutral,dailydialog_19644,0,Speaker,dailydialog
"I can't remember her name , but she's got curly red hair .",neutral,dailydialog_19645,0,Speaker,dailydialog
It's good to be home .,joy,dailydialog_19646,0,Speaker,dailydialog
Thank you very much . I really had a good time .,joy,dailydialog_19647,0,Speaker,dailydialog
"Good idea , let's shop to we drop !",joy,dailydialog_19648,0,Speaker,dailydialog
How time flies !,joy,dailydialog_19649,0,Speaker,dailydialog
what happened to him then ?,neutral,dailydialog_19650,0,Speaker,dailydialog
My family move in just two weeks ago . We live on the fourth floor .,neutral,dailydialog_19651,0,Speaker,dailydialog
"Honey , I am sorry I have no time .",neutral,dailydialog_19652,0,Speaker,dailydialog
"Thank you , I will . Hope to see you again next year .",joy,dailydialog_19653,0,Speaker,dailydialog
PCC is a wonderful institution .,neutral,dailydialog_19654,0,Speaker,dailydialog
"Never mind , come right in . I've almost finished.You always keep the room neat and tidy , I must say.It saves me a lot of work , but you should let me do it .",neutral,dailydialog_19655,0,Speaker,dailydialog
That would be a good idea .,joy,dailydialog_19656,0,Speaker,dailydialog
Could you tell me where the dishwashing detergent is ?,neutral,dailydialog_19657,0,Speaker,dailydialog
"First , you should check the schedule and see which trains go to Suzhou . Make sure which train you want to take and book a ticket .",neutral,dailydialog_19658,0,Speaker,dailydialog
